meter_id,anomaly_flag,risk_band,anomaly_type
MTR_004436,1,High,low_consumption
MTR_004444,1,High,low_consumption
MTR_004468,1,Low,low_consumption
MTR_004470,1,Low,low_consumption
MTR_004477,1,High,low_consumption
MTR_004492,1,Low,low_consumption
MTR_004507,1,High,low_consumption
MTR_004519,1,Low,low_consumption
MTR_004531,1,High,low_consumption
MTR_004532,1,High,low_consumption
MTR_004553,1,Low,low_consumption
MTR_004554,1,High,low_consumption
MTR_004556,1,High,low_consumption
MTR_004558,1,High,low_consumption
MTR_004565,1,High,low_consumption
MTR_004586,1,Low,low_consumption
MTR_004600,1,High,low_consumption
MTR_004606,1,High,low_consumption
MTR_004623,1,High,low_consumption
MTR_004626,1,Low,low_consumption
MTR_004628,1,High,low_consumption
MTR_004634,1,Low,low_consumption
MTR_004646,1,High,low_consumption
MTR_004651,1,Medium,low_consumption
MTR_004658,1,Low,low_consumption
MTR_004667,1,High,low_consumption
MTR_004675,1,High,low_consumption
MTR_004678,1,High,low_consumption
MTR_004691,1,High,low_consumption
MTR_004703,1,High,low_consumption
MTR_004711,1,High,low_consumption
MTR_004739,1,High,low_consumption
MTR_004763,1,Low,low_consumption
MTR_004792,1,High,low_consumption
MTR_004824,1,Medium,low_consumption
MTR_004893,1,High,low_consumption
MTR_004901,1,Low,low_consumption
MTR_004902,1,High,low_consumption
MTR_004908,1,High,low_consumption
MTR_004910,1,High,low_consumption
MTR_004917,1,High,low_consumption
MTR_004926,1,High,low_consumption
MTR_004936,1,High,low_consumption
MTR_004948,1,Low,low_consumption
MTR_004952,1,Low,low_consumption
MTR_004975,1,High,low_consumption
MTR_004976,1,High,low_consumption
MTR_004989,1,High,low_consumption
