meter_id,anomaly_score,anomaly_flag,anomaly_label,composite_score,confidence,risk_band,risk_score,priority
MTR_000109,0.3492771827769736,1,-1,0.3344940279438815,0.3344940279438815,LOW,0.3344940279438815,0.3344940279438815
MTR_000110,0.9043905484884811,1,-1,0.7230733839419367,0.7230733839419367,HIGH,0.7230733839419367,0.7230733839419367
MTR_000111,0.6067297519106081,1,-1,0.5147108263374256,0.5147108263374256,MEDIUM,0.5147108263374256,0.5147108263374256
MTR_000112,0.49099937648391917,1,-1,0.4336995635387434,0.4336995635387434,LOW,0.4336995635387434,0.4336995635387434
MTR_000113,0.44684258359967327,1,-1,0.4027898085197713,0.4027898085197713,LOW,0.4027898085197713,0.4027898085197713
MTR_000114,0.6294412004522649,1,-1,0.5306088403165854,0.5306088403165854,MEDIUM,0.5306088403165854,0.5306088403165854
MTR_000115,0.8898701500535928,1,-1,0.7129091050375149,0.7129091050375149,HIGH,0.7129091050375149,0.7129091050375149
MTR_000116,0.6131298872077361,1,-1,0.5191909210454152,0.5191909210454152,MEDIUM,0.5191909210454152,0.5191909210454152
MTR_000117,0.43656829770474476,1,-1,0.39559780839332126,0.39559780839332126,LOW,0.39559780839332126,0.39559780839332126
MTR_000118,0.9198902830120668,1,-1,0.7339231981084466,0.7339231981084466,HIGH,0.7339231981084466,0.7339231981084466
MTR_000119,0.4558499786862201,1,-1,0.409094985080354,0.409094985080354,LOW,0.409094985080354,0.409094985080354
MTR_000120,0.33006975455120685,1,-1,0.3210488281858448,0.3210488281858448,LOW,0.3210488281858448,0.3210488281858448
MTR_000121,0.21131335436953408,1,-1,0.23791934805867385,0.23791934805867385,LOW,0.23791934805867385,0.23791934805867385
MTR_000122,0.16991454987226276,1,-1,0.20894018491058391,0.20894018491058391,LOW,0.20894018491058391,0.20894018491058391
MTR_000123,0.32322469848733154,1,-1,0.31625728894113203,0.31625728894113203,LOW,0.31625728894113203,0.31625728894113203
MTR_000124,0.13699978837803034,1,-1,0.1858998518646212,0.1858998518646212,LOW,0.1858998518646212,0.1858998518646212
MTR_000125,0.3175612631760497,1,-1,0.31229288422323476,0.31229288422323476,LOW,0.31229288422323476,0.31229288422323476
MTR_000126,0.12283067420037845,1,-1,0.17598147194026492,0.17598147194026492,LOW,0.17598147194026492,0.17598147194026492
MTR_000127,0.13937023601839757,1,-1,0.1875591652128783,0.1875591652128783,LOW,0.1875591652128783,0.1875591652128783
MTR_000128,0.17119547376498148,1,-1,0.20983683163548703,0.20983683163548703,LOW,0.20983683163548703,0.20983683163548703
MTR_000129,0.3996954500088564,1,-1,0.3697868150061995,0.3697868150061995,LOW,0.3697868150061995,0.3697868150061995
MTR_000130,0.1568086376639701,1,-1,0.19976604636477907,0.19976604636477907,LOW,0.19976604636477907,0.19976604636477907
MTR_000131,0.1129358833438851,1,-1,0.16905511834071957,0.16905511834071957,LOW,0.16905511834071957,0.16905511834071957
MTR_000132,0.38803023179075674,1,-1,0.3616211622535297,0.3616211622535297,LOW,0.3616211622535297,0.3616211622535297
MTR_000133,0.9303725171111942,1,-1,0.7412607619778359,0.7412607619778359,HIGH,0.7412607619778359,0.7412607619778359
MTR_000134,0.8656240459458747,1,-1,0.6959368321621122,0.6959368321621122,HIGH,0.6959368321621122,0.6959368321621122
MTR_000135,0.11467173291099621,1,-1,0.17027021303769735,0.17027021303769735,LOW,0.17027021303769735,0.17027021303769735
MTR_000136,0.28846330985943924,1,-1,0.2919243169016075,0.2919243169016075,LOW,0.2919243169016075,0.2919243169016075
MTR_000137,0.23645256018493233,1,-1,0.2555167921294526,0.2555167921294526,LOW,0.2555167921294526,0.2555167921294526
MTR_000138,0.04574600979279304,0,1,0.12202220685495513,0.12202220685495513,LOW,0.12202220685495513,0.12202220685495513
MTR_000139,0.1036509958429771,1,-1,0.16255569709008397,0.16255569709008397,LOW,0.16255569709008397,0.16255569709008397
MTR_000140,0.344525056710575,1,-1,0.3311675396974025,0.3311675396974025,LOW,0.3311675396974025,0.3311675396974025
MTR_000141,0.20575489376305725,1,-1,0.23402842563414006,0.23402842563414006,LOW,0.23402842563414006,0.23402842563414006
MTR_000142,0.08266601499582635,1,-1,0.14786621049707843,0.14786621049707843,LOW,0.14786621049707843,0.14786621049707843
MTR_000143,0.3200369494927331,1,-1,0.3140258646449131,0.3140258646449131,LOW,0.3140258646449131,0.3140258646449131
MTR_000144,0.08756069591365036,1,-1,0.15129248713955523,0.15129248713955523,LOW,0.15129248713955523,0.15129248713955523
MTR_000145,0.20039972514217536,1,-1,0.23027980759952274,0.23027980759952274,LOW,0.23027980759952274,0.23027980759952274
MTR_000146,0.0857876416988144,1,-1,0.15005134918917007,0.15005134918917007,LOW,0.15005134918917007,0.15005134918917007
MTR_000147,0.058004163629850565,0,1,0.1306029145408954,0.1306029145408954,LOW,0.1306029145408954,0.1306029145408954
MTR_000148,0.09999184985761396,1,-1,0.15999429490032976,0.15999429490032976,LOW,0.15999429490032976,0.15999429490032976
MTR_000149,0.15234356194324306,1,-1,0.19664049336027012,0.19664049336027012,LOW,0.19664049336027012,0.19664049336027012
MTR_000150,0.2715121175819402,1,-1,0.28005848230735814,0.28005848230735814,LOW,0.28005848230735814,0.28005848230735814
MTR_000151,0.1769233674198796,1,-1,0.2138463571939157,0.2138463571939157,LOW,0.2138463571939157,0.2138463571939157
MTR_000152,0.7927849693934651,1,-1,0.6449494785754255,0.6449494785754255,MEDIUM,0.6449494785754255,0.6449494785754255
MTR_000153,0.0730542347235132,1,-1,0.14113796430645925,0.14113796430645925,LOW,0.14113796430645925,0.14113796430645925
MTR_000154,0.08731482108742573,1,-1,0.151120374761198,0.151120374761198,LOW,0.151120374761198,0.151120374761198
MTR_000155,0.12797728499837438,1,-1,0.17958409949886206,0.17958409949886206,LOW,0.17958409949886206,0.17958409949886206
MTR_000156,0.05553910263006244,0,1,0.1288773718410437,0.1288773718410437,LOW,0.1288773718410437,0.1288773718410437
MTR_000157,0.1524960335017935,1,-1,0.19674722345125545,0.19674722345125545,LOW,0.19674722345125545,0.19674722345125545
MTR_000158,0.688552365863413,1,-1,0.571986656104389,0.571986656104389,MEDIUM,0.571986656104389,0.571986656104389
MTR_000159,0.09060919747363641,1,-1,0.15342643823154548,0.15342643823154548,LOW,0.15342643823154548,0.15342643823154548
MTR_000160,0.645512419498706,1,-1,0.5418586936490941,0.5418586936490941,MEDIUM,0.5418586936490941,0.5418586936490941
MTR_000161,0.05604635042581002,0,1,0.12923244529806702,0.12923244529806702,LOW,0.12923244529806702,0.12923244529806702
MTR_000162,0.8419080328259722,1,-1,0.6793356229781804,0.6793356229781804,HIGH,0.6793356229781804,0.6793356229781804
MTR_000163,0.10118389057626198,1,-1,0.1608287234033834,0.1608287234033834,LOW,0.1608287234033834,0.1608287234033834
MTR_000164,0.346710837087394,1,-1,0.33269758596117577,0.33269758596117577,LOW,0.33269758596117577,0.33269758596117577
MTR_000165,0.6363768060682488,1,-1,0.5354637642477741,0.5354637642477741,MEDIUM,0.5354637642477741,0.5354637642477741
MTR_000166,0.10705627249791706,1,-1,0.16493939074854194,0.16493939074854194,LOW,0.16493939074854194,0.16493939074854194
MTR_000167,0.20970382393876696,1,-1,0.23679267675713686,0.23679267675713686,LOW,0.23679267675713686,0.23679267675713686
MTR_000168,0.09595857463644024,1,-1,0.15717100224550817,0.15717100224550817,LOW,0.15717100224550817,0.15717100224550817
MTR_000169,0.08084981212943046,1,-1,0.14659486849060133,0.14659486849060133,LOW,0.14659486849060133,0.14659486849060133
MTR_000170,0.08152099295537821,1,-1,0.14706469506876474,0.14706469506876474,LOW,0.14706469506876474,0.14706469506876474
MTR_000171,0.07376967150461966,1,-1,0.14163877005323375,0.14163877005323375,LOW,0.14163877005323375,0.14163877005323375
MTR_000172,0.06134279722091413,0,1,0.13293995805463987,0.13293995805463987,LOW,0.13293995805463987,0.13293995805463987
MTR_000173,0.32653589135402544,1,-1,0.3185751239478178,0.3185751239478178,LOW,0.3185751239478178,0.3185751239478178
MTR_000174,0.29551246984395185,1,-1,0.29685872889076625,0.29685872889076625,LOW,0.29685872889076625,0.29685872889076625
MTR_000175,0.06483355877756243,1,-1,0.1353834911442937,0.1353834911442937,LOW,0.1353834911442937,0.1353834911442937
MTR_000176,0.7634232418732795,1,-1,0.6243962693112955,0.6243962693112955,MEDIUM,0.6243962693112955,0.6243962693112955
MTR_000177,0.07053108590024143,1,-1,0.139371760130169,0.139371760130169,LOW,0.139371760130169,0.139371760130169
MTR_000178,0.1028312667301034,1,-1,0.1619818867110724,0.1619818867110724,LOW,0.1619818867110724,0.1619818867110724
MTR_000179,0.30333438180658456,1,-1,0.3023340672646092,0.3023340672646092,LOW,0.3023340672646092,0.3023340672646092
MTR_000180,0.3191496322612025,1,-1,0.31340474258284173,0.31340474258284173,LOW,0.31340474258284173,0.31340474258284173
MTR_000181,0.13105924916165848,1,-1,0.1817414744131609,0.1817414744131609,LOW,0.1817414744131609,0.1817414744131609
MTR_000182,0.07701437534036538,1,-1,0.14391006273825577,0.14391006273825577,LOW,0.14391006273825577,0.14391006273825577
MTR_000183,0.048622463752423926,0,1,0.12403572462669674,0.12403572462669674,LOW,0.12403572462669674,0.12403572462669674
MTR_000184,0.1448586503475969,1,-1,0.19140105524331782,0.19140105524331782,LOW,0.19140105524331782,0.19140105524331782
MTR_000185,0.3954084019090167,1,-1,0.3667858813363116,0.3667858813363116,LOW,0.3667858813363116,0.3667858813363116
MTR_000186,0.04160150621395547,0,1,0.11912105434976883,0.11912105434976883,LOW,0.11912105434976883,0.11912105434976883
MTR_000187,0.0499088373586675,0,1,0.12493618615106725,0.12493618615106725,LOW,0.12493618615106725,0.12493618615106725
MTR_000188,0.0313801367305847,0,1,0.11196609571140928,0.11196609571140928,LOW,0.11196609571140928,0.11196609571140928
MTR_000189,0.7675716859648678,1,-1,0.6273001801754073,0.6273001801754073,MEDIUM,0.6273001801754073,0.6273001801754073
MTR_000190,0.06247620653862371,1,-1,0.1337333445770366,0.1337333445770366,LOW,0.1337333445770366,0.1337333445770366
MTR_000191,0.10694309615048588,1,-1,0.1648601673053401,0.1648601673053401,LOW,0.1648601673053401,0.1648601673053401
MTR_000192,0.16590818364932983,1,-1,0.20613572855453088,0.20613572855453088,LOW,0.20613572855453088,0.20613572855453088
MTR_000193,0.13086139645478506,1,-1,0.18160297751834953,0.18160297751834953,LOW,0.18160297751834953,0.18160297751834953
MTR_000194,0.16019964958927513,1,-1,0.20213975471249257,0.20213975471249257,LOW,0.20213975471249257,0.20213975471249257
MTR_000195,0.29956910558679234,1,-1,0.2996983739107546,0.2996983739107546,LOW,0.2996983739107546,0.2996983739107546
MTR_000196,0.28053029706420113,1,-1,0.28637120794494075,0.28637120794494075,LOW,0.28637120794494075,0.28637120794494075
MTR_000197,0.10912915801225005,1,-1,0.166390410608575,0.166390410608575,LOW,0.166390410608575,0.166390410608575
MTR_000198,0.27450390139014225,1,-1,0.28215273097309956,0.28215273097309956,LOW,0.28215273097309956,0.28215273097309956
MTR_000199,0.23611144487055663,1,-1,0.25527801140938966,0.25527801140938966,LOW,0.25527801140938966,0.25527801140938966
MTR_000200,0.0887696446891443,1,-1,0.152138751282401,0.152138751282401,LOW,0.152138751282401,0.152138751282401
MTR_000201,0.6263192285233603,1,-1,0.5284234599663522,0.5284234599663522,MEDIUM,0.5284234599663522,0.5284234599663522
MTR_000202,0.09762787429696537,1,-1,0.15833951200787577,0.15833951200787577,LOW,0.15833951200787577,0.15833951200787577
MTR_000203,0.08047688628687988,1,-1,0.1463338204008159,0.1463338204008159,LOW,0.1463338204008159,0.1463338204008159
MTR_000204,0.16645238754732203,1,-1,0.2065166712831254,0.2065166712831254,LOW,0.2065166712831254,0.2065166712831254
MTR_000205,0.034314248951177094,0,1,0.11401997426582396,0.11401997426582396,LOW,0.11401997426582396,0.11401997426582396
MTR_000206,0.1539826679653665,1,-1,0.19778786757575656,0.19778786757575656,LOW,0.19778786757575656,0.19778786757575656
MTR_000207,0.2639707667939373,1,-1,0.27477953675575606,0.27477953675575606,LOW,0.27477953675575606,0.27477953675575606
MTR_000208,0.03971102520216743,0,1,0.1177977176415172,0.1177977176415172,LOW,0.1177977176415172,0.1177977176415172
MTR_000209,0.7580141269986388,1,-1,0.6206098888990471,0.6206098888990471,MEDIUM,0.6206098888990471,0.6206098888990471
MTR_000210,0.04433699474419647,0,1,0.12103589632093753,0.12103589632093753,LOW,0.12103589632093753,0.12103589632093753
MTR_000211,0.08303647923967229,1,-1,0.1481255354677706,0.1481255354677706,LOW,0.1481255354677706,0.1481255354677706
MTR_000212,0.29373713627726405,1,-1,0.2956159953940848,0.2956159953940848,LOW,0.2956159953940848,0.2956159953940848
MTR_000213,0.2308450411465641,1,-1,0.25159152880259483,0.25159152880259483,LOW,0.25159152880259483,0.25159152880259483
MTR_000214,0.2480698214143913,1,-1,0.2636488749900739,0.2636488749900739,LOW,0.2636488749900739,0.2636488749900739
MTR_000215,0.34463445148598837,1,-1,0.3312441160401918,0.3312441160401918,LOW,0.3312441160401918,0.3312441160401918
MTR_000216,0.2700555067565355,1,-1,0.27903885472957485,0.27903885472957485,LOW,0.27903885472957485,0.27903885472957485
MTR_000217,0.3537327946032216,1,-1,0.33761295622225507,0.33761295622225507,LOW,0.33761295622225507,0.33761295622225507
MTR_000218,0.20377645033006864,1,-1,0.23264351523104804,0.23264351523104804,LOW,0.23264351523104804,0.23264351523104804
MTR_000219,0.31254268022978715,1,-1,0.308779876160851,0.308779876160851,LOW,0.308779876160851,0.308779876160851
MTR_000220,0.6656881886903511,1,-1,0.5559817320832457,0.5559817320832457,MEDIUM,0.5559817320832457,0.5559817320832457
MTR_000221,0.27874375813016444,1,-1,0.2851206306911151,0.2851206306911151,LOW,0.2851206306911151,0.2851206306911151
MTR_000222,0.46522608551101896,1,-1,0.4156582598577132,0.4156582598577132,LOW,0.4156582598577132,0.4156582598577132
MTR_000223,0.22316025831421993,1,-1,0.24621218081995394,0.24621218081995394,LOW,0.24621218081995394,0.24621218081995394
MTR_000224,0.14857616305383192,1,-1,0.19400331413768235,0.19400331413768235,LOW,0.19400331413768235,0.19400331413768235
MTR_000225,0.35408568340483126,1,-1,0.3378599783833819,0.3378599783833819,LOW,0.3378599783833819,0.3378599783833819
MTR_000226,0.27289517309504213,1,-1,0.2810266211665295,0.2810266211665295,LOW,0.2810266211665295,0.2810266211665295
MTR_000227,0.2525156132269589,1,-1,0.26676092925887124,0.26676092925887124,LOW,0.26676092925887124,0.26676092925887124
